Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Algeria,,Algiers,6,6,2000,71.5
Africa,Algeria,,Algiers,6,7,2000,70.1
Africa,Algeria,,Algiers,6,8,2000,68.8
Africa,Algeria,,Algiers,6,9,2000,70.8
Africa,Algeria,,Algiers,6,10,2000,70.9
Africa,Algeria,,Algiers,6,11,2000,67.7
Africa,Algeria,,Algiers,6,12,2000,66.1
Africa,Algeria,,Algiers,6,13,2000,67.0
Africa,Algeria,,Algiers,6,14,2000,67.4
Africa,Algeria,,Algiers,6,15,2000,68.5
Africa,Algeria,,Algiers,6,16,2000,71.5
Africa,Algeria,,Algiers,6,17,2000,75.3
Africa,Algeria,,Algiers,6,18,2000,76.1
Africa,Algeria,,Algiers,6,19,2000,73.6
Africa,Algeria,,Algiers,6,20,2000,72.0
Africa,Algeria,,Algiers,6,21,2000,72.8
